date,stock_id,stock_name,trade_volume,trade_value,open_price,high_price,low_price,close_price,price_change,transaction_count
2026-01-26,2442,新美齊,906734,20552279,22.4,22.85,22.35,22.65,0.1,681
2026-01-26,2444,兆勁,2038247,28303350,14.2,14.45,13.55,13.7,-0.3,1106
2026-01-26,2449,京元電子,25952980,7681761507,286.0,303.5,284.0,297.5,11.0,34768
2026-01-26,2450,神腦,114889,3332403,29.0,29.1,28.95,28.95,-0.05,128
2026-01-26,2451,創見,20227424,5044083694,245.0,256.5,242.0,252.5,14.0,19976
2026-01-26,2453,凌群,8587626,524194572,64.5,64.7,59.0,59.4,-3.8,6771
2026-01-26,2454,聯發科,24725299,43517084185,1740.0,1790.0,1720.0,1770.0,140.0,52308
2026-01-26,2455,全新,7019591,1178139876,170.5,171.5,165.0,168.0,-2.0,6712
2026-01-26,2457,飛宏,23511140,805444153,35.3,35.4,33.6,34.2,-0.85,12268
2026-01-26,2458,義隆,2247071,269503575,120.0,121.5,119.0,119.5,0.0,1864
2026-01-26,2459,敦吉,47219,3202377,68.5,68.5,67.5,67.6,-0.8,60
2026-01-26,2460,建通,303246,7004803,23.35,23.35,22.8,23.15,-0.1,466
2026-01-26,2461,光群雷,493860,8282370,16.85,16.95,16.55,16.8,0.0,352
2026-01-26,2462,良得電,8289502,233809935,28.0,29.1,27.2,27.85,0.9,5126
2026-01-26,2464,盟立,18073983,1302848598,69.5,74.9,68.8,70.5,1.2,14433
2026-01-26,2465,麗臺,506200,29362868,57.5,59.3,57.3,57.5,1.3,496
2026-01-26,2466,冠西電,1577225,97639309,63.0,64.8,60.7,60.7,-1.2,1047
2026-01-26,2467,志聖,1921587,448948562,237.5,238.0,230.5,234.0,-3.0,4032
2026-01-26,2468,華經,421109,17292688,40.85,41.3,40.65,41.2,0.5,358
2026-01-26,2471,資通,177484,9508344,54.0,54.1,53.2,53.2,-0.7,780
2026-01-26,2472,立隆電,2919596,337846793,117.5,117.5,114.5,116.5,-1.0,2511
2026-01-26,2474,可成,3016422,616232074,203.5,206.0,201.5,206.0,3.5,2927
2026-01-26,2476,鉅祥,965854,88378381,91.3,92.7,91.0,91.2,0.0,774
2026-01-26,2477,美隆電,673978,17874988,26.65,27.3,26.2,26.35,-0.15,498
2026-01-26,2478,大毅,7696449,566234083,75.0,76.3,71.3,72.7,0.7,6574
2026-01-26,2480,敦陽科,200417,28115355,140.5,141.5,139.5,139.5,-0.5,385
2026-01-26,2481,強茂,14524185,1290384538,90.0,90.2,87.7,89.0,-0.5,19450
2026-01-26,2482,連宇,131399,2429968,18.45,18.7,18.4,18.7,0.3,159
2026-01-26,2483,百容,491663,10045103,20.1,20.65,20.1,20.35,0.35,463
2026-01-26,2484,希華,8380251,251300035,30.65,30.65,29.0,30.05,-0.6,5746
2026-01-26,2485,兆赫,15915537,596647823,37.7,37.9,36.95,37.5,1.4,10475
2026-01-26,2486,一詮,30166500,3487147479,114.5,116.0,112.5,116.0,10.5,10545
2026-01-26,2488,漢平,178041,8298446,46.4,46.8,46.4,46.6,0.2,211
2026-01-26,2489,瑞軒,28686398,677013777,22.2,24.2,22.2,24.2,2.2,11673
2026-01-26,2491,吉祥全,185871,3501528,18.95,19.05,18.65,18.9,-0.15,195
2026-01-26,2492,華新科,18360498,2767132637,154.5,155.5,148.0,149.5,-4.0,14179
2026-01-26,2493,揚博,1018260,114275824,116.0,116.0,110.0,111.0,-4.0,1314
2026-01-26,2495,普安,9993401,347714477,34.25,35.35,33.9,35.15,1.3,5693
2026-01-26,2496,卓越,24401,1707570,69.3,71.4,69.3,69.7,-0.1,32
2026-01-26,2497,怡利電,358813,19114310,53.0,53.8,52.8,53.4,0.4,373
2026-01-26,2498,宏達電,9917963,472005611,46.85,48.15,46.65,47.75,1.3,5799
2026-01-26,2501,國建,1912537,43177346,22.6,22.8,22.4,22.7,0.2,835
2026-01-26,2504,國產,1073381,38833690,36.0,36.35,35.9,36.2,0.3,763
2026-01-26,2505,國揚,180005,3528452,19.7,19.7,19.55,19.55,-0.15,127
2026-01-26,2506,太設,199308,1768861,8.9,8.9,8.85,8.89,-0.01,186
2026-01-26,2509,全坤建,135460,2056659,15.3,15.4,15.1,15.1,-0.05,95
2026-01-26,2511,太子,1194405,10052992,8.4,8.47,8.36,8.46,0.06,456
2026-01-26,2514,龍邦,85267,1276646,14.9,15.1,14.85,15.0,0.15,111
2026-01-26,2515,中工,22829045,325714082,13.85,14.5,13.8,14.5,1.3,5241
2026-01-26,2516,新建,158062,2315408,14.65,14.8,14.5,14.65,0.0,122
2026-01-26,2520,冠德,1612136,52581970,32.6,32.9,32.35,32.45,-0.4,1002
2026-01-26,2524,京城,88483,3651416,41.5,41.55,41.15,41.2,-0.3,91
2026-01-26,2527,宏璟,278904,8334277,30.2,30.2,29.75,29.9,-0.15,212
2026-01-26,2528,皇普,921887,26835587,29.4,29.4,28.95,29.0,-0.45,577
2026-01-26,2530,華建,832348,22755297,27.6,27.6,27.2,27.25,-0.35,551
2026-01-26,2534,宏盛,435642,8722339,20.15,20.2,19.9,20.15,0.0,378
2026-01-26,2535,達欣工,872345,60549261,71.3,71.5,68.7,68.8,-2.2,6590
2026-01-26,2536,宏普,297035,6918670,23.55,23.6,23.15,23.3,-0.2,197
2026-01-26,2537,聯上發,914527,9801557,10.7,10.8,10.65,10.7,0.0,473
2026-01-26,2538,基泰,202966,2199225,10.9,10.9,10.8,10.8,0.05,104
2026-01-26,2539,櫻花建,456027,21928778,48.3,48.3,47.75,48.0,-0.3,1220
2026-01-26,2540,愛山林,739726,36187857,49.5,49.55,48.55,48.55,-0.9,1099
2026-01-26,2542,興富發,3912349,148393613,38.1,38.2,37.75,37.95,-0.1,2818
2026-01-26,2543,皇昌,1376224,88449303,63.6,64.9,63.4,64.7,1.4,1108
2026-01-26,2545,皇翔,266947,10017816,37.65,37.7,37.25,37.7,0.25,266
2026-01-26,2546,根基,186191,16374923,89.7,89.7,87.3,87.6,-2.1,2542
2026-01-26,2547,日勝生,1424278,15672124,10.95,11.1,10.9,11.0,0.05,493
2026-01-26,2548,華固,702595,76076569,108.5,109.5,107.0,108.0,-0.5,672
2026-01-26,2597,潤弘,329975,56769434,174.5,175.5,170.5,171.5,-2.0,443
2026-01-26,2601,益航,2731229,15431102,5.5,5.77,5.5,5.66,0.15,854
2026-01-26,2603,長榮,9269772,1740177836,188.0,189.5,186.5,188.5,-1.0,9997
2026-01-26,2605,新興,6715817,193654850,29.35,29.35,28.4,29.05,0.3,2773
2026-01-26,2606,裕民,3998684,250671337,62.0,63.3,61.6,63.2,1.2,2880
2026-01-26,2607,榮運,358136,20560486,57.8,57.8,57.1,57.5,-0.3,509
2026-01-26,2608,嘉里大榮,115504,3802432,33.0,33.0,32.8,33.0,0.0,202
2026-01-26,2609,陽明,10409497,559808009,54.0,54.3,53.3,54.3,0.0,7049
2026-01-26,2610,華航,29555745,661636149,22.35,22.65,22.0,22.5,0.15,8951
2026-01-26,2611,志信,388335,5898346,15.0,15.3,15.0,15.25,0.15,351
2026-01-26,2612,中航,1243422,75636529,60.5,61.7,59.7,61.6,1.1,1190
2026-01-26,2613,中櫃,276857,6673591,24.15,24.3,23.95,24.15,0.05,228
2026-01-26,2614,東森,1130715,24424208,21.2,21.9,21.2,21.65,0.6,738
2026-01-26,2615,萬海,6413724,479446866,75.5,75.5,74.3,74.9,-0.8,5632
2026-01-26,2616,山隆,99964,1365681,13.65,13.7,13.6,13.65,0.0,373
2026-01-26,2617,台航,637343,19796782,30.9,31.3,30.6,31.25,0.35,366
2026-01-26,2618,長榮航,24557583,944040948,38.8,38.8,38.1,38.5,-0.3,10774
2026-01-26,2630,亞航,3009750,165748476,54.7,55.8,54.1,55.2,0.8,1803
2026-01-26,2633,台灣高鐵,5473107,147965068,26.95,27.25,26.85,27.25,0.3,3221
2026-01-26,2634,漢翔,9226936,526658875,56.7,57.5,56.5,57.3,0.8,5309
2026-01-26,2636,台驊控股,258052,17250950,67.5,67.5,66.5,66.9,-0.6,469
2026-01-26,2637,慧洋-KY,2890642,206596140,71.0,72.0,70.7,71.8,0.5,1814
2026-01-26,2642,宅配通,73392,1872512,25.5,25.7,25.4,25.6,0.1,108
2026-01-26,2645,長榮航太,6100503,1077710146,173.0,180.0,172.5,177.0,5.5,9647
2026-01-26,2646,星宇航空,3736692,86832432,23.3,23.35,23.15,23.25,-0.05,2528
2026-01-26,2701,萬企,539249,5928842,10.95,11.05,10.95,11.0,0.05,90
2026-01-26,2702,華園,15094,179908,11.85,11.95,11.85,11.9,0.05,53
2026-01-26,2704,國賓,89076,3943941,44.4,44.55,44.0,44.2,0.2,126
2026-01-26,2705,六福,132212,2151492,16.3,16.35,16.25,16.35,0.05,229
2026-01-26,2706,第一店,114305,1469207,12.9,12.9,12.8,12.8,-0.05,121
2026-01-26,2707,晶華,111261,21027118,188.5,190.0,188.0,190.0,1.5,178
2026-01-26,2712,遠雄來,21002,367384,17.5,17.55,17.35,17.55,0.0,16
2026-01-26,2722,夏都,34132,851647,25.3,25.3,24.8,24.9,0.1,86
2026-01-26,2723,美食-KY,632107,48425327,76.5,77.3,74.9,76.7,1.8,676
2026-01-26,2727,王品,189009,41292488,218.0,219.5,217.5,218.5,0.5,925
2026-01-26,2731,雄獅,316390,54326062,172.5,173.0,170.5,172.0,0.5,1213
2026-01-26,2739,寒舍,44059,1520648,34.4,34.8,34.35,34.8,0.2,120
2026-01-26,2748,雲品,126689,5246567,41.9,41.9,41.2,41.45,0.0,211
2026-01-26,2753,八方雲集,123070,22464043,182.5,183.0,182.0,183.0,0.5,282
2026-01-26,2762,世界健身-KY,48650,3588032,74.0,74.0,73.5,73.5,-0.5,102
2026-01-26,2801,彰銀,12962133,263437099,20.35,20.4,20.2,20.4,0.15,3756
2026-01-26,2812,台中銀,11187990,227915528,20.35,20.45,20.3,20.35,0.0,4413
2026-01-26,2816,旺旺保,112452,3236267,28.8,28.85,28.7,28.8,-0.2,95
2026-01-26,2820,華票,1431761,23357999,16.45,16.45,16.3,16.3,-0.05,648
2026-01-26,2832,台產,103578,5139883,49.2,49.9,49.2,49.9,0.7,238
2026-01-26,2834,臺企銀,13219609,207072218,15.75,15.75,15.6,15.65,-0.05,5940
2026-01-26,2836,高雄銀,1066094,12857678,12.1,12.1,12.0,12.05,0.0,368
2026-01-26,2836A,高雄銀甲特,19000,451500,23.8,23.8,23.7,23.8,0.1,7
2026-01-26,2838,聯邦銀,841710,15565195,18.5,18.55,18.4,18.55,0.2,583
2026-01-26,2838A,聯邦銀甲特,22219,1208535,54.5,54.5,54.3,54.5,0.0,12
2026-01-26,2845,遠東銀,3846900,48506773,12.65,12.65,12.55,12.65,0.05,1586
2026-01-26,2849,安泰銀,79284,1057161,13.45,13.45,13.25,13.25,-0.2,68
2026-01-26,2850,新產,201735,23260706,115.0,116.0,115.0,115.0,0.0,278
2026-01-26,2851,中再保,441415,11881911,26.8,27.05,26.75,26.95,0.05,438
2026-01-26,2852,第一保,428501,11744457,27.75,27.75,27.3,27.5,0.0,243
2026-01-26,2855,統一證,4548673,133898254,29.5,29.8,29.1,29.35,0.35,1900
2026-01-26,2867,三商壽,19867665,157838380,7.95,7.99,7.85,7.97,0.08,3162
2026-01-26,2880,華南金,8866441,293290576,33.0,33.2,32.7,33.2,0.2,4768
2026-01-26,2881,富邦金,14196688,1326651888,93.5,93.9,93.1,93.2,-0.3,8921
2026-01-26,2881A,富邦特,20438,1293089,63.3,63.3,63.2,63.3,0.0,20
2026-01-26,2881B,富邦金乙特,30092,1853533,61.6,61.7,61.6,61.7,0.0,26
2026-01-26,2881C,富邦金丙特,62297,3241716,52.2,52.2,52.0,52.0,-0.2,70
2026-01-26,2882,國泰金,20195497,1556546564,76.6,77.6,76.4,77.1,0.5,8702
2026-01-26,2882A,國泰特,75500,4582948,60.7,60.8,60.7,60.8,0.0,30
2026-01-26,2882B,國泰金乙特,37317,2238964,60.0,60.1,59.9,60.1,0.0,20
2026-01-26,2883,凱基金,75762735,1372068747,17.85,18.3,17.75,18.3,0.45,15018
2026-01-26,2883B,凱基金乙特,601643,4727063,7.86,7.87,7.85,7.87,0.0,209
2026-01-26,2884,玉山金,30229933,1011306860,33.3,33.65,33.0,33.65,0.4,10537
2026-01-26,2885,元大金,19879395,836351999,41.7,42.45,41.2,42.4,0.85,9175
2026-01-26,2886,兆豐金,23947019,946150991,39.75,39.75,39.45,39.55,-0.15,14096
2026-01-26,2887,台新新光金,80180865,1820161184,22.2,23.0,22.1,22.9,0.75,14969
2026-01-26,2887E,台新新光戊特一,109022,5445196,49.95,50.0,49.9,50.0,0.05,25
2026-01-26,2887F,台新新光戊特二,18259,855218,46.9,46.9,46.8,46.8,0.0,17
2026-01-26,2887G,台新新光庚特一,63212,2510661,39.75,39.75,39.7,39.7,-0.05,27
2026-01-26,2887H,台新新光庚特二,27360,1080760,39.55,39.55,39.5,39.55,0.0,66
2026-01-26,2887I,台新新光辛特,10844161,100546872,9.28,9.29,9.26,9.27,-0.01,1328
2026-01-26,2887Z1,台新新光己特,11129,183612,16.5,16.6,16.5,16.5,0.0,14
2026-01-26,2889,國票金,2535268,42215126,16.7,16.7,16.6,16.7,0.05,1030
2026-01-26,2890,永豐金,17347008,505813017,29.0,29.3,28.8,29.3,0.3,9924
2026-01-26,2891,中信金,26762656,1356905426,50.5,51.0,50.1,51.0,0.5,12048
2026-01-26,2891B,中信金乙特,35938,2286965,63.6,63.9,63.6,63.9,0.1,16
2026-01-26,2891C,中信金丙特,14029,842432,60.0,60.3,60.0,60.3,0.0,9
2026-01-26,2892,第一金,15982900,465444378,29.25,29.3,29.0,29.05,-0.15,6815
2026-01-26,2897,王道銀行,3351609,30642215,9.14,9.16,9.1,9.13,-0.01,635
2026-01-26,2897B,王道銀乙特,25193,296264,11.75,11.8,11.75,11.8,0.05,18
2026-01-26,2901,欣欣,4764,117012,24.6,24.6,24.5,24.5,-0.1,34
2026-01-26,2903,遠百,1780251,39274070,22.05,22.15,21.9,22.1,0.15,1031
2026-01-26,2904,匯僑,26623,456396,17.2,17.2,17.1,17.15,-0.1,41
2026-01-26,2905,三商,1153867,18365018,15.7,16.1,15.65,15.95,0.45,694
2026-01-26,2906,高林,114270,1427688,12.5,12.55,12.45,12.5,0.05,120
2026-01-26,2908,特力,66508,1349984,20.3,20.35,20.2,20.3,0.0,53
2026-01-26,2910,統領,9001,187970,20.9,20.9,20.75,20.9,0.0,10
2026-01-26,2911,麗嬰房,72446,379096,5.15,5.3,5.15,5.29,0.17,119
2026-01-26,2912,統一超,3301218,704466232,211.0,214.5,211.0,214.0,2.5,3562
2026-01-26,2913,農林,3220083,43388140,13.2,13.65,13.15,13.55,0.35,1057
2026-01-26,2915,潤泰全,1703287,87959727,51.2,52.1,51.2,51.8,0.6,1206
2026-01-26,2923,鼎固-KY,29137,563232,19.45,19.45,19.2,19.3,0.0,96
2026-01-26,2929,淘帝-KY,220807,1733921,7.7,7.92,7.7,7.91,0.11,196
2026-01-26,2939,永邑-KY,29010,629500,21.55,22.0,21.45,21.45,-0.5,31
2026-01-26,2945,三商家購,150143,6358543,42.35,42.35,42.35,42.35,3.85,93
2026-01-26,3002,歐格,318023,7343332,22.75,23.3,22.75,23.2,0.45,283
2026-01-26,3003,健和興,245128,12231602,50.3,50.3,49.55,50.0,0.05,244
2026-01-26,3004,豐達科,449209,52068126,118.0,118.5,115.0,115.5,-1.5,704
2026-01-26,3005,神基,3498572,404636986,117.5,118.0,115.0,115.0,-2.0,2806
2026-01-26,3006,晶豪科,27276977,4161618032,143.0,156.0,141.5,156.0,14.0,16878
2026-01-26,3008,大立光,679874,1670450645,2460.0,2475.0,2440.0,2450.0,-10.0,3355
2026-01-26,3010,華立,3239811,392001952,117.5,122.0,117.5,121.0,3.5,2999
2026-01-26,3011,今皓,5148037,78688100,14.4,15.8,14.25,15.2,0.8,2218
2026-01-26,3013,晟銘電,1534225,182322059,119.5,120.0,118.0,119.5,0.5,1635
2026-01-26,3014,聯陽,1903340,229031644,120.5,122.5,118.5,122.0,0.5,1646
2026-01-26,3015,全漢,460828,25492546,56.2,56.7,54.8,55.0,-0.6,657
2026-01-26,3016,嘉晶,12661232,876096446,66.9,72.8,64.5,71.1,3.8,9657
2026-01-26,3017,奇鋐,4133584,5719309050,1390.0,1405.0,1365.0,1370.0,-5.0,9725
2026-01-26,3018,隆銘綠能,4641,55023,11.7,11.7,11.7,11.7,-0.3,79
2026-01-26,3019,亞光,20257470,3142556990,151.5,159.0,150.5,154.5,5.5,16067
2026-01-26,3021,鴻名,96764,1787957,18.7,18.7,18.35,18.45,0.05,61
2026-01-26,3022,威強電,471071,31512947,67.4,67.8,66.5,66.7,-0.1,431
2026-01-26,3023,信邦,4131057,838594886,193.5,210.0,193.5,210.0,19.0,4270
2026-01-26,3024,憶聲,1108332,12491050,11.15,11.4,11.1,11.3,0.15,603
2026-01-26,3025,星通,1650299,118233657,71.4,72.8,69.9,72.4,1.0,1451
2026-01-26,3026,禾伸堂,1614835,173594317,109.5,110.0,106.5,108.0,-0.5,1084
2026-01-26,3027,盛達,670100,17662043,26.6,26.75,26.2,26.3,-0.5,725
2026-01-26,3028,增你強,1693078,69201506,40.95,41.25,40.6,40.7,-0.05,1349
2026-01-26,3029,零壹,1881931,215544122,112.0,116.5,112.0,114.5,2.5,1686
2026-01-26,3030,德律,3316418,610970557,181.5,186.5,181.0,183.5,2.0,3444
2026-01-26,3031,佰鴻,491205,9984702,20.2,20.5,20.2,20.4,0.15,237
2026-01-26,3032,偉訓,1186616,88163021,72.0,76.0,72.0,75.9,3.9,933
2026-01-26,3033,威健,1521501,46617226,30.8,30.8,30.5,30.7,-0.1,1099
2026-01-26,3034,聯詠,5058373,2007249638,390.0,403.5,388.5,396.0,3.0,6675
2026-01-26,3035,智原,2808851,489436972,174.0,175.5,172.5,174.5,1.5,3249
2026-01-26,3036,文曄,5061816,741091398,148.5,150.0,144.0,147.5,1.0,3700
2026-01-26,3036A,文曄甲特,222902,11543378,51.8,51.8,51.7,51.8,0.1,82
2026-01-26,3037,欣興,43059381,14140887299,333.5,335.0,318.0,333.0,-6.0,36248
2026-01-26,3038,全台,341696,8273978,24.3,24.35,23.95,24.3,0.1,244
2026-01-26,3040,遠見,349952,17004240,49.5,49.5,48.05,48.05,-1.1,565
2026-01-26,3041,揚智,9789031,286402524,30.85,31.0,28.0,28.25,-0.6,6560
2026-01-26,3042,晶技,993536,88066091,89.2,89.2,88.2,88.2,-1.1,1593
2026-01-26,3043,科風,214054,5184159,24.1,24.5,24.1,24.15,0.0,270
2026-01-26,3044,健鼎,10297862,3764325303,368.0,376.0,354.0,369.5,9.0,10037
2026-01-26,3045,台灣大,5640075,605427233,107.5,108.0,107.0,107.5,0.0,2161
2026-01-26,3046,建碁,269579,14570817,55.0,55.1,53.7,53.8,-1.0,239
2026-01-26,3047,訊舟,2313778,46041223,19.8,20.45,19.65,19.8,0.25,1335
2026-01-26,3048,益登,2571506,105884431,41.0,41.9,40.5,40.85,0.25,2024
2026-01-26,3049,精金,17570255,164216726,10.0,10.0,9.02,9.4,-0.6,6716
2026-01-26,3050,鈺德,915322,13208781,14.4,14.55,14.35,14.55,0.15,519
2026-01-26,3051,力特,2293257,61793536,27.85,27.85,26.5,27.0,-0.75,1688
2026-01-26,3052,夆典,340245,3977402,11.6,11.75,11.6,11.7,0.05,223
2026-01-26,3054,立萬利,112012,3539233,29.6,32.15,29.6,31.9,1.95,123
2026-01-26,3055,蔚華科,209280,15011986,70.5,72.4,70.5,72.2,0.9,248
2026-01-26,3056,富華新,2094868,36308439,17.45,17.45,17.25,17.25,-0.2,1432
2026-01-26,3057,喬鼎,232594,4225781,18.25,18.35,18.05,18.2,-0.05,357
2026-01-26,3058,立德,2085587,22543330,10.75,10.95,10.5,10.9,0.15,814
2026-01-26,3059,華晶科,5973242,256186780,42.85,43.65,42.35,42.85,-0.3,4586
2026-01-26,3060,銘異,4109807,133013496,32.15,32.8,31.95,32.55,0.6,2783
2026-01-26,3062,建漢,8526078,230558675,26.95,27.8,26.6,26.8,0.5,4416
2026-01-26,3090,日電貿,2976821,297642782,102.0,102.0,99.5,99.5,-2.0,2768
2026-01-26,3092,鴻碩,1146936,28761009,25.9,26.6,24.4,24.85,-0.95,1260
2026-01-26,3094,聯傑,576617,15324479,26.3,26.85,26.05,26.6,0.65,475
2026-01-26,3130,一零四,23413,5210558,222.5,223.0,222.0,222.5,0.0,215
2026-01-26,3135,凌航,4632379,573691113,123.0,128.0,118.5,125.0,3.5,3646
2026-01-26,3138,耀登,1738434,313006425,176.0,183.0,176.0,182.5,9.5,2155
2026-01-26,3149,正達,17607261,1015127623,59.3,59.6,56.5,57.4,-1.9,10980
2026-01-26,3150,鈺寶-創,97000,1881150,19.6,19.6,19.05,19.35,-0.25,55
2026-01-26,3164,景岳,243998,4455697,18.55,18.55,17.85,18.1,-0.35,387
2026-01-26,3167,大量,8841052,2080811600,229.0,240.0,227.0,236.0,8.0,13453
2026-01-26,3168,眾福科,29050,1189692,41.85,41.85,40.8,40.8,-0.2,27
2026-01-26,3189,景碩,21470613,4496522545,210.0,214.0,205.5,208.0,0.0,38529
2026-01-26,3209,全科,706119,23847502,33.85,34.25,33.45,33.65,0.0,678
2026-01-26,3229,晟鈦,105263,2452650,22.55,23.95,22.55,23.3,0.0,91
2026-01-26,3231,緯創,29443636,4023205658,137.0,138.0,135.5,136.5,0.0,21631
2026-01-26,3257,虹冠電,1138550,81391357,71.9,72.7,70.5,70.8,-1.1,1308
2026-01-26,3266,昇陽,43635,605325,13.9,13.9,13.85,13.85,0.15,31
2026-01-26,3296,勝德,199876,5085365,24.9,25.75,24.9,25.4,0.5,199
2026-01-26,3305,昇貿,17706151,2216019658,126.5,128.5,122.0,124.0,-1.0,13173
2026-01-26,3308,聯德,293301,6944602,23.05,24.1,23.05,24.1,0.95,318
2026-01-26,3311,閎暉,199986,6732312,33.8,34.2,33.45,33.7,-0.1,224
2026-01-26,3312,弘憶股,3055788,129542002,41.65,43.2,40.85,42.75,1.75,2201
2026-01-26,3321,同泰,391036,7466784,19.75,19.75,18.85,18.9,0.05,567
2026-01-26,3338,泰碩,1412111,80414453,58.5,58.5,56.3,56.4,-3.1,1414
2026-01-26,3346,麗清,748973,16935928,23.1,23.15,22.35,22.45,-0.4,502
2026-01-26,3356,奇偶,1773585,92376393,52.9,53.7,51.2,51.4,0.7,2746
2026-01-26,3376,新日興,4111708,929227941,225.0,231.0,220.5,225.0,-1.5,5011
2026-01-26,3380,明泰,5458637,193236829,35.7,36.35,34.55,34.6,-0.35,3306
2026-01-26,3406,玉晶光,1480257,703454590,476.0,484.0,465.5,466.0,-7.5,2592
2026-01-26,3413,京鼎,1082706,308379791,281.5,288.5,280.5,286.5,5.0,1426
2026-01-26,3416,融程電,282637,43076477,155.0,155.0,151.0,153.0,-2.0,470
2026-01-26,3419,譁裕,464227,6907381,14.95,15.1,14.7,14.7,-0.2,260
2026-01-26,3432,台端,234334,4058888,18.3,18.3,17.0,17.85,-0.35,166
2026-01-26,3437,榮創,582241,9069636,15.25,15.75,15.25,15.7,0.45,330
2026-01-26,3443,創意,3266890,8662829690,2700.0,2720.0,2600.0,2620.0,-105.0,13501
2026-01-26,3447,展達,299887,14052227,47.3,47.85,46.65,47.0,-0.3,257
2026-01-26,3450,聯鈞,6026213,1519176239,255.5,262.0,246.0,251.5,-4.5,8184
2026-01-26,3454,晶睿,88231,8739899,99.0,99.2,99.0,99.0,0.0,98
2026-01-26,3481,群創,451933019,11077145493,24.55,25.35,24.05,24.55,0.55,149032
2026-01-26,3494,誠研,614690,5938134,10.2,10.2,9.4,9.99,-0.01,389
2026-01-26,3501,維熹,1551533,88345131,56.0,58.2,55.8,56.4,1.4,1519
2026-01-26,3504,揚明光,705017,40973443,57.4,59.5,57.2,58.3,1.1,639
2026-01-26,3515,華擎,257931,58915562,228.5,229.5,227.0,229.5,2.5,383
2026-01-26,3518,柏騰,470163,10718043,22.95,23.2,22.5,23.0,0.1,368
2026-01-26,3528,安馳,105478,7331436,69.2,70.0,69.1,69.2,0.0,106
2026-01-26,3530,晶相光,336448,25455365,74.6,76.6,74.5,75.0,0.9,691
2026-01-26,3532,台勝科,14116693,2114816670,147.0,161.0,140.0,155.0,8.5,10345
2026-01-26,3533,嘉澤,2506280,3764886080,1455.0,1550.0,1435.0,1480.0,30.0,5049
2026-01-26,3535,晶彩科,7778088,789498486,100.0,105.5,98.8,103.0,3.8,5066
2026-01-26,3543,州巧,6094633,301857976,50.0,51.3,48.35,49.0,-0.75,3835
2026-01-26,3545,敦泰,1487598,83752201,56.2,57.2,55.1,57.1,1.8,1372
2026-01-26,3550,聯穎,4849623,78407137,15.2,16.5,15.2,16.0,1.0,2319
2026-01-26,3557,嘉威,81463,2923865,36.4,36.4,35.75,35.95,-0.2,131
2026-01-26,3563,牧德,1292742,661455210,504.0,527.0,501.0,503.0,10.0,1896
2026-01-26,3576,聯合再生,10069558,107631007,10.6,10.95,10.5,10.7,0.35,3558
2026-01-26,3583,辛耘,430033,141303824,335.0,337.0,324.5,327.5,-4.0,1116
2026-01-26,3588,通嘉,646476,35459169,54.7,55.4,54.3,55.4,0.4,663
2026-01-26,3591,艾笛森,669587,13549314,20.05,20.65,19.85,20.5,0.45,512
2026-01-26,3592,瑞鼎,927843,221865358,243.0,243.0,237.0,238.0,-3.0,6345
2026-01-26,3593,力銘,20033,238780,12.0,12.0,11.75,11.75,-0.25,175
2026-01-26,3596,智易,1140160,208301004,183.5,186.0,181.0,181.0,-2.0,2109
2026-01-26,3605,宏致,1528225,96688148,63.6,64.0,62.7,63.6,0.0,1162
2026-01-26,3607,谷崧,460576,7003770,15.1,15.75,14.95,15.1,0.0,352
2026-01-26,3617,碩天,313883,60279602,195.0,198.0,190.5,192.0,-3.0,529
2026-01-26,3622,洋華,1273177,87682627,70.0,70.8,68.2,68.4,-2.1,1239
2026-01-26,3645,達邁,17331280,1236632176,66.9,73.0,66.4,73.0,6.6,12978
2026-01-26,3652,精聯,46100,1320060,28.8,28.8,28.5,28.75,0.0,24
2026-01-26,3653,健策,1788030,4950962175,2845.0,2845.0,2730.0,2740.0,-55.0,6943
2026-01-26,3661,世芯-KY,1817705,6326258560,3460.0,3520.0,3410.0,3520.0,90.0,10406
2026-01-26,3665,貿聯-KY,1925319,2725693385,1395.0,1435.0,1385.0,1430.0,40.0,4623
2026-01-26,3669,圓展,95735,3691306,38.2,39.1,38.2,38.6,0.4,108
2026-01-26,3673,TPK-KY,1105461,47016778,42.35,42.9,42.0,42.65,0.4,855
2026-01-26,3679,新至陞,74932,8672675,114.0,116.5,114.0,115.0,1.5,105
2026-01-26,3686,達能,393744,7747819,19.5,20.15,19.35,19.7,0.2,380
2026-01-26,3694,海華,5726706,376966937,61.5,67.1,60.8,67.1,6.1,3879
2026-01-26,3701,大眾控,3119534,161744911,52.8,52.9,51.0,52.3,0.2,2265
2026-01-26,3702,大聯大,4407987,278427316,63.6,63.7,62.8,63.3,-0.2,2612
2026-01-26,3703,欣陸,441283,10286100,23.3,23.35,23.2,23.3,0.0,292
2026-01-26,3704,合勤控,8060755,311993694,38.45,39.35,38.0,39.15,0.45,5165
2026-01-26,3705,永信,361373,20479954,56.8,57.0,56.4,56.6,-0.2,408
2026-01-26,3706,神達,7619996,631948790,83.4,83.7,82.7,82.7,-0.6,6730
2026-01-26,3708,上緯投控,1473855,182909634,125.0,127.0,122.0,123.0,-1.5,2360
2026-01-26,3711,日月光投控,15664949,4870658108,308.5,315.0,306.0,312.0,4.5,16714
2026-01-26,3712,永崴投控,1183084,32893347,28.4,28.4,27.5,27.65,-0.75,909
